age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score,study_to_social_ratio,total_distraction_hours,wellbeing_index,performance_label
18,1.0,2.3,0.6,1.1,0,100.0,6.2,1,0,1,2,9,0,73.5,1.345,1.7,1.52,Good (65-79)
23,,4.5,3.8,1.3,0,83.6,7.3,1,3,0,0,6,0,74.6,0.8806,5.1,1.63,Good (65-79)
22,1.0,4.9,1.9,2.5,0,90.9,6.0,1,3,1,1,10,0,98.7,1.1111,4.4,1.9,Excellent (≥80)
23,0.0,1.1,2.4,1.8,0,83.9,7.7,2,5,0,1,4,1,49.2,0.2613,4.2,1.67,Low (<50)
18,0.0,2.4,4.1,0.3,0,100.0,5.1,0,5,1,2,8,0,67.4,0.5442,4.4,1.81,Good (65-79)
21,1.0,2.3,1.0,0.7,0,67.5,5.2,2,6,1,2,9,0,72.5,1.345,1.7,2.02,Good (65-79)
19,0.0,2.1,0.8,2.0,0,85.9,7.3,2,6,2,2,10,1,68.4,0.7473,2.8,2.33,Good (65-79)
23,0.0,4.7,1.8,1.7,0,68.7,6.4,1,2,0,1,5,0,70.0,1.339,3.5,1.34,Good (65-79)
21,0.0,3.2,3.7,1.2,0,59.9,6.0,1,6,0,2,2,0,56.1,0.6517,4.9,1.4,Average (50-64)
19,0.0,3.1,0.7,1.3,1,88.0,7.6,1,2,0,0,6,1,81.5,1.5423,2.0,1.56,Excellent (≥80)
19,1.0,0.5,0.0,2.6,1,86.4,5.8,0,5,2,0,8,1,45.0,0.1916,2.6,1.88,Low (<50)
18,1.0,4.5,2.0,1.2,1,82.2,6.3,1,5,0,2,5,1,84.4,1.4019,3.2,1.63,Excellent (≥80)
23,0.0,1.6,3.2,1.7,0,83.9,8.2,2,1,0,2,1,0,36.8,0.3259,4.9,1.02,Low (<50)
20,0.0,3.6,3.9,4.2,0,100.0,8.3,0,1,0,0,8,1,65.6,0.4439,8.1,1.73,Good (65-79)
17,1.0,3.9,1.9,0.2,0,82.4,8.4,1,4,1,0,9,1,93.5,1.8483,2.1,2.14,Excellent (≥80)
18,0.0,5.5,2.0,0.0,0,90.1,6.2,2,5,0,0,1,0,93.7,2.7363,2.0,1.22,Excellent (≥80)
18,0.0,1.5,3.9,2.7,0,78.5,8.0,2,0,0,0,8,1,42.3,0.2269,6.6,1.6,Low (<50)
20,0.0,0.0,0.3,1.1,1,88.0,5.4,1,1,0,1,10,1,53.3,0.0,1.4,1.64,Average (50-64)
17,1.0,3.8,2.0,1.4,0,82.6,5.4,2,2,2,2,2,0,65.9,1.1144,3.4,0.94,Good (65-79)
21,0.0,6.2,2.7,0.9,0,80.9,3.7,1,3,1,2,4,1,87.9,1.7175,3.6,1.07,Excellent (≥80)
22,0.0,5.4,3.0,1.5,0,100.0,8.5,0,6,1,2,2,0,94.5,1.1973,4.5,1.65,Excellent (≥80)
23,1.0,3.8,1.9,3.6,0,96.8,5.5,1,6,2,2,2,0,77.8,0.6897,5.5,1.35,Good (65-79)
22,1.0,2.8,2.5,2.7,1,86.4,6.3,1,4,2,1,10,0,74.6,0.5374,5.2,2.03,Good (65-79)
21,,4.7,0.0,2.7,1,62.0,5.4,2,1,0,2,3,0,67.5,1.7343,2.7,0.94,Good (65-79)
24,1.0,2.0,1.7,0.2,1,81.4,7.3,0,3,2,2,8,1,66.5,1.0471,1.9,1.83,Good (65-79)
18,0.0,4.2,3.0,0.5,0,100.0,6.0,1,3,0,1,4,0,78.4,1.1966,3.5,1.3,Good (65-79)
17,0.0,4.3,1.3,0.0,0,82.7,4.9,1,1,0,2,7,0,84.9,3.2824,1.3,1.29,Excellent (≥80)
18,1.0,5.1,2.6,0.9,0,96.0,7.0,1,0,2,1,10,0,96.6,1.453,3.5,1.7,Excellent (≥80)
19,0.0,7.6,3.0,2.9,0,99.4,4.8,0,0,0,2,3,0,100.0,1.286,5.9,0.78,Excellent (≥80)
18,1.0,4.1,2.1,2.4,0,87.2,5.5,1,4,0,2,10,0,83.1,0.9091,4.5,1.95,Excellent (≥80)
18,0.0,2.7,2.7,1.6,0,76.6,4.0,2,0,0,1,3,0,36.9,0.6265,4.3,0.7,Low (<50)
21,1.0,3.5,1.3,1.8,1,60.6,4.8,1,4,1,2,2,0,60.0,1.1254,3.1,1.08,Average (50-64)
21,0.0,0.8,2.3,1.0,0,91.8,6.7,1,2,0,0,6,0,44.3,0.2417,3.3,1.47,Low (<50)
21,1.0,2.5,3.2,2.0,0,76.9,4.1,1,1,1,2,6,0,41.6,0.4798,5.2,1.11,Low (<50)
22,1.0,2.9,2.7,2.6,1,86.8,4.7,1,3,2,1,1,0,45.5,0.5461,5.3,0.87,Low (<50)
19,,2.7,1.8,0.0,0,72.5,6.5,1,4,1,0,7,0,68.2,1.4917,1.8,1.75,Good (65-79)
24,1.0,3.7,2.8,2.1,0,82.3,5.8,2,6,0,1,4,0,75.5,0.7536,4.9,1.58,Good (65-79)
24,0.0,2.3,3.4,2.8,0,85.3,8.9,2,0,2,2,3,0,40.9,0.3704,6.2,1.19,Low (<50)
21,1.0,5.2,0.0,1.3,0,87.7,8.7,1,6,0,0,8,0,100.0,3.9695,1.3,2.27,Excellent (≥80)
17,0.0,3.5,3.9,2.6,0,73.9,5.5,1,4,0,2,2,1,65.6,0.5376,6.5,1.15,Good (65-79)
22,1.0,3.5,2.1,4.9,0,97.0,7.2,2,5,0,0,9,0,75.9,0.4993,7.0,2.12,Good (65-79)
20,,3.0,3.0,1.7,1,79.0,7.4,1,4,1,2,8,1,69.8,0.6369,4.7,1.94,Good (65-79)
17,1.0,3.7,3.9,2.2,1,68.3,5.8,1,0,0,2,8,0,66.6,0.6056,6.1,1.38,Good (65-79)
23,1.0,4.7,0.9,1.0,1,83.9,4.7,1,5,0,1,3,0,84.5,2.4607,1.9,1.27,Excellent (≥80)
23,1.0,2.2,1.6,2.0,1,85.3,6.5,2,5,0,1,4,1,65.6,0.6094,3.6,1.55,Good (65-79)
17,1.0,2.5,2.2,2.3,0,86.6,6.3,1,0,0,2,2,0,46.8,0.5543,4.5,0.83,Low (<50)
21,0.0,3.0,1.6,2.0,0,98.6,6.0,2,5,1,2,2,0,67.7,0.831,3.6,1.3,Good (65-79)
20,1.0,1.5,4.6,0.7,1,82.6,7.0,2,1,1,2,4,1,45.4,0.2825,5.3,1.2,Low (<50)
20,0.0,2.3,1.5,2.0,0,83.8,5.6,1,3,1,1,6,0,57.0,0.6553,3.5,1.46,Average (50-64)
22,1.0,2.8,1.8,3.4,1,74.0,5.1,2,6,0,1,5,0,58.4,0.5374,5.2,1.61,Average (50-64)
20,1.0,4.8,2.7,2.3,0,93.2,6.6,2,1,0,2,1,1,70.8,0.9581,5.0,0.86,Good (65-79)
23,0.0,3.9,1.1,2.9,0,86.8,7.0,1,1,2,1,10,0,75.7,0.9726,4.0,1.8,Good (65-79)
19,0.0,3.8,2.0,1.5,0,80.8,5.1,0,0,0,1,1,0,55.7,1.0826,3.5,0.61,Average (50-64)
21,1.0,4.8,2.9,2.6,0,66.0,7.6,0,0,2,1,6,1,82.1,0.8711,5.5,1.36,Excellent (≥80)
20,1.0,3.3,2.1,2.1,0,99.4,4.4,1,6,0,2,3,1,71.4,0.7838,4.2,1.34,Good (65-79)
22,1.0,4.1,2.4,0.8,0,72.7,5.8,1,3,2,2,3,0,66.7,1.2773,3.2,1.18,Good (65-79)
23,0.0,3.3,1.9,2.2,0,79.1,6.2,1,4,0,1,7,0,70.9,0.8029,4.1,1.72,Good (65-79)
19,0.0,3.9,0.7,0.7,1,88.6,5.7,0,1,0,0,1,1,73.0,2.766,1.4,0.77,Good (65-79)
18,1.0,2.6,2.9,1.1,1,73.0,5.8,2,5,1,0,1,1,53.9,0.6484,4.0,1.18,Average (50-64)
18,0.0,0.0,4.6,2.0,1,70.1,8.7,1,3,1,1,10,0,43.4,0.0,6.6,2.17,Low (<50)
19,0.0,3.3,2.5,2.1,0,63.8,5.5,1,1,0,1,3,0,55.4,0.7158,4.6,0.95,Average (50-64)
23,0.0,5.6,2.8,0.5,1,92.2,9.4,1,4,1,2,8,0,100.0,1.6918,3.3,2.14,Excellent (≥80)
22,0.0,4.9,3.3,3.0,0,79.5,7.0,1,5,1,1,1,0,71.8,0.7765,6.3,1.3,Good (65-79)
19,1.0,4.9,1.0,2.4,0,100.0,6.6,1,1,0,1,10,0,89.2,1.437,3.4,1.76,Excellent (≥80)
21,1.0,5.4,4.5,1.0,0,75.1,7.1,1,2,0,2,4,0,83.9,0.98,5.5,1.31,Excellent (≥80)
21,1.0,3.6,2.7,0.1,0,75.8,9.5,0,6,0,1,9,0,89.1,1.2811,2.8,2.45,Excellent (≥80)
18,1.0,3.8,4.5,1.6,1,79.3,5.3,2,3,0,2,4,0,53.5,0.6219,6.1,1.23,Average (50-64)
20,0.0,2.6,1.6,1.3,1,87.4,5.2,2,6,1,0,10,0,72.9,0.8935,2.9,2.12,Good (65-79)
22,0.0,3.0,4.7,1.9,0,80.3,5.6,1,0,0,1,8,0,61.0,0.4539,6.6,1.36,Average (50-64)
18,1.0,4.4,3.4,1.4,0,91.1,6.5,2,1,0,2,7,0,69.1,0.9148,4.8,1.45,Good (65-79)
20,1.0,5.3,3.2,0.0,0,75.2,4.4,2,5,0,2,3,0,77.2,1.6511,3.2,1.24,Good (65-79)
20,1.0,3.3,2.8,1.4,1,71.2,6.5,0,5,1,1,7,0,71.9,0.7838,4.2,1.85,Good (65-79)
24,0.0,2.8,2.2,1.5,0,67.0,8.5,2,3,0,2,7,1,74.7,0.7547,3.7,1.85,Good (65-79)
21,1.0,3.5,3.9,2.5,1,62.8,6.7,2,3,0,2,10,0,74.5,0.546,6.4,1.97,Good (65-79)
23,0.0,4.4,2.7,1.0,0,79.8,6.1,1,6,0,1,3,0,85.4,1.186,3.7,1.51,Excellent (≥80)
17,1.0,1.3,0.1,3.6,0,82.0,5.8,0,5,2,1,2,1,44.3,0.3504,3.7,1.28,Low (<50)
23,1.0,0.1,1.2,0.0,0,78.7,7.6,0,5,0,2,9,0,53.4,0.0826,1.2,2.16,Average (50-64)
17,,2.7,2.3,3.2,1,97.4,5.5,0,5,1,1,1,1,57.4,0.49,5.5,1.15,Average (50-64)
19,,1.7,2.9,1.6,1,97.3,8.7,2,1,0,2,7,0,53.6,0.3769,4.5,1.67,Average (50-64)
21,1.0,2.7,2.4,2.7,0,81.7,8.8,1,5,0,2,4,1,58.8,0.5284,5.1,1.78,Average (50-64)
20,0.0,3.3,4.0,1.9,0,67.1,6.8,2,0,1,2,2,0,43.5,0.5584,5.9,0.88,Low (<50)
22,0.0,2.8,0.2,3.1,0,79.3,6.5,2,5,0,1,2,0,65.6,0.8459,3.3,1.35,Good (65-79)
17,0.0,5.7,2.7,1.4,0,79.0,7.7,2,0,2,1,8,1,89.8,1.3869,4.1,1.57,Excellent (≥80)
23,1.0,4.0,0.3,0.6,0,78.4,7.8,2,1,2,2,7,0,89.5,4.3956,0.9,1.58,Excellent (≥80)
20,0.0,4.0,3.4,3.4,1,78.0,5.5,0,3,1,1,7,1,68.8,0.5874,6.8,1.55,Good (65-79)
17,0.0,4.4,2.4,1.7,0,78.5,5.9,1,0,1,1,5,0,76.8,1.0706,4.1,1.09,Good (65-79)
17,0.0,1.8,3.0,2.0,0,81.1,4.9,2,1,0,1,10,0,47.5,0.3593,5.0,1.59,Low (<50)
24,1.0,5.1,1.5,3.2,0,78.6,7.0,0,5,0,0,8,1,89.3,1.0828,4.7,2.0,Excellent (≥80)
17,1.0,3.4,4.0,0.7,1,87.1,7.3,0,1,2,2,2,0,62.0,0.7219,4.7,1.03,Average (50-64)
22,1.0,4.5,3.8,2.5,0,88.6,4.9,2,5,1,1,2,1,66.1,0.7132,6.3,1.19,Good (65-79)
21,0.0,1.9,3.2,1.2,0,75.9,6.0,2,6,1,2,5,0,41.7,0.4308,4.4,1.7,Low (<50)
22,1.0,1.2,2.3,1.7,0,97.7,4.9,1,1,0,0,1,0,29.898,0.2993,4.0,0.69,Low (<50)
18,0.0,4.7,3.2,1.9,0,75.2,5.4,2,3,0,2,6,0,71.0,0.9198,5.1,1.44,Good (65-79)
20,,4.1,1.7,0.1,1,68.8,7.2,2,0,2,1,4,0,67.5,2.2652,1.8,1.12,Good (65-79)
21,1.0,2.1,3.5,0.9,0,88.8,5.6,1,6,0,2,6,0,63.4,0.4762,4.4,1.76,Average (50-64)
24,0.0,2.2,4.5,3.3,0,76.8,6.1,0,3,0,2,7,0,50.2,0.2817,7.8,1.61,Average (50-64)
21,1.0,5.2,3.8,2.8,0,88.2,4.5,2,2,0,0,3,0,72.0,0.7867,6.6,0.95,Good (65-79)
21,0.0,1.7,1.6,1.7,0,61.0,6.7,1,5,1,2,8,1,67.9,0.5136,3.3,1.97,Good (65-79)
23,1.0,6.0,2.9,2.1,1,98.9,6.4,0,0,0,1,7,0,100.0,1.1976,5.0,1.34,Excellent (≥80)
21,0.0,2.1,0.9,1.5,0,91.7,5.6,1,3,1,2,1,1,55.0,0.8714,2.4,0.96,Average (50-64)
24,0.0,4.5,3.2,3.3,1,70.0,6.3,2,0,0,2,6,1,59.9,0.6912,6.5,1.23,Average (50-64)
22,0.0,3.0,3.0,1.6,0,70.2,6.7,1,2,2,2,7,0,63.2,0.6508,4.6,1.57,Average (50-64)
21,0.0,4.4,0.3,2.1,0,100.0,5.5,1,4,1,2,4,0,84.5,1.8257,2.4,1.35,Excellent (≥80)
19,0.0,2.7,1.1,3.1,0,77.6,4.7,1,5,0,1,2,0,50.8,0.6413,4.2,1.17,Average (50-64)
20,0.0,3.3,2.2,0.9,0,76.7,8.7,2,5,1,0,10,0,94.0,1.0611,3.1,2.37,Excellent (≥80)
21,0.0,3.6,2.1,3.5,1,62.3,5.7,0,1,0,1,9,0,65.6,0.6417,5.6,1.57,Good (65-79)
20,0.0,2.0,1.0,0.1,0,81.5,6.4,1,5,0,1,7,0,61.7,1.8018,1.1,1.84,Average (50-64)
19,1.0,4.6,3.0,3.6,0,82.7,7.7,2,5,2,2,1,1,66.0,0.6959,6.6,1.37,Good (65-79)
19,0.0,2.7,2.8,1.4,1,92.2,10.0,0,3,0,1,8,0,86.9,0.6413,4.2,2.1,Excellent (≥80)
20,0.0,3.2,2.3,1.5,0,71.0,5.0,2,6,0,2,3,0,59.6,0.8399,3.8,1.4,Average (50-64)
17,0.0,2.0,1.6,0.0,0,69.8,7.0,2,5,0,1,4,0,49.1,1.2422,1.6,1.6,Low (<50)
18,1.0,0.0,3.8,1.3,1,89.5,5.7,2,5,0,1,5,0,31.1,0.0,5.1,1.57,Low (<50)
23,0.0,3.2,4.5,0.7,0,95.1,5.9,1,2,2,2,1,0,45.7,0.6142,5.2,0.89,Low (<50)
17,1.0,7.1,1.9,1.1,1,69.3,5.6,2,6,0,1,6,0,100.0,2.3588,3.0,1.76,Excellent (≥80)
17,0.0,4.7,1.8,1.6,0,95.8,5.1,2,2,2,2,10,0,81.1,1.3783,3.4,1.71,Excellent (≥80)
22,1.0,3.5,3.1,2.9,1,85.4,6.5,2,0,2,1,6,0,55.1,0.5824,6.0,1.25,Average (50-64)
23,0.0,3.1,2.1,2.0,0,95.9,4.7,0,0,0,2,2,0,53.3,0.7543,4.1,0.67,Average (50-64)
23,,3.5,2.3,2.1,0,84.3,7.6,2,5,0,0,10,1,89.1,0.7937,4.4,2.26,Excellent (≥80)
17,1.0,4.3,3.4,0.6,0,59.8,6.6,1,5,2,1,6,1,77.3,1.0723,4.0,1.76,Good (65-79)
21,,1.7,0.2,0.8,0,83.5,7.0,0,1,0,2,8,1,56.4,1.6832,1.0,1.6,Average (50-64)
22,1.0,5.2,4.1,3.8,0,95.6,5.9,1,0,0,2,6,0,76.1,0.6574,7.9,1.19,Good (65-79)
22,0.0,4.6,2.6,1.0,0,76.1,6.1,2,3,0,1,4,0,74.6,1.2742,3.6,1.31,Good (65-79)
19,0.0,4.6,2.0,3.6,1,81.1,6.8,1,5,1,1,4,0,83.0,0.82,5.6,1.58,Excellent (≥80)
24,0.0,4.2,2.4,1.5,0,83.2,5.1,1,3,1,1,9,1,85.9,1.0742,3.9,1.71,Excellent (≥80)
23,0.0,3.5,2.5,1.8,0,56.0,6.1,2,5,0,1,6,0,64.5,0.8121,4.3,1.71,Average (50-64)
17,0.0,4.5,0.4,3.0,0,100.0,5.5,1,3,0,2,8,0,91.9,1.3196,3.4,1.65,Excellent (≥80)
19,1.0,4.4,4.3,3.2,0,76.0,5.4,2,4,2,2,8,0,74.6,0.5859,7.5,1.74,Good (65-79)
20,1.0,3.0,2.5,1.7,0,90.1,4.0,1,3,1,0,7,0,70.9,0.7126,4.2,1.4,Good (65-79)
18,0.0,2.6,3.0,1.4,0,84.1,8.1,1,6,1,1,3,0,66.7,0.5896,4.4,1.71,Good (65-79)
24,0.0,3.7,3.6,1.7,0,97.6,5.7,2,0,1,2,10,1,77.4,0.6968,5.3,1.57,Good (65-79)
24,0.0,5.8,1.3,2.2,1,89.1,7.9,2,5,0,1,1,1,99.0,1.6524,3.5,1.39,Excellent (≥80)
24,0.0,1.6,3.1,2.8,0,82.7,7.8,1,0,1,2,5,1,43.5,0.2707,5.9,1.28,Low (<50)
22,1.0,1.3,2.2,1.8,0,76.1,5.0,2,6,0,0,10,0,53.4,0.3242,4.0,2.1,Average (50-64)
20,0.0,3.7,3.5,2.5,0,93.0,5.2,0,6,0,2,10,1,81.0,0.6156,6.0,2.12,Excellent (≥80)
24,1.0,3.6,0.0,3.6,0,66.3,9.6,1,3,1,1,2,0,66.2,0.9972,3.6,1.46,Good (65-79)
20,0.0,3.8,2.4,2.2,1,91.5,8.6,1,2,0,2,10,0,88.0,0.8243,4.6,2.06,Excellent (≥80)
21,1.0,3.9,1.8,2.1,0,74.0,6.5,0,2,2,1,2,0,64.4,0.9974,3.9,1.05,Average (50-64)
24,1.0,3.2,3.0,0.1,0,97.5,6.8,1,6,0,1,7,0,82.4,1.0289,3.1,1.98,Excellent (≥80)
18,1.0,5.7,3.1,0.0,1,86.6,5.7,1,2,2,2,3,1,80.9,1.8328,3.1,1.07,Excellent (≥80)
20,1.0,1.1,1.7,2.2,0,91.4,7.0,0,5,2,0,8,0,59.6,0.2813,3.9,2.0,Average (50-64)
20,0.0,2.3,1.6,1.7,1,85.8,5.6,1,1,0,1,9,0,56.2,0.6949,3.3,1.56,Average (50-64)
18,1.0,3.3,2.4,1.2,0,67.5,4.1,1,4,1,1,8,1,72.5,0.9141,3.6,1.61,Good (65-79)
24,1.0,1.0,1.4,2.1,1,76.4,4.9,1,3,0,1,6,0,47.6,0.2849,3.5,1.39,Low (<50)
18,1.0,3.2,3.5,1.7,0,91.7,6.5,2,1,2,2,5,0,63.6,0.6142,5.2,1.25,Average (50-64)
20,1.0,6.0,2.1,3.0,0,86.7,5.1,2,2,0,2,3,0,85.3,1.1742,5.1,1.01,Excellent (≥80)
18,1.0,3.5,0.0,1.9,0,96.8,6.4,1,3,1,0,3,0,71.8,1.8325,1.9,1.24,Good (65-79)
20,1.0,3.8,2.1,1.0,0,89.0,5.2,2,1,0,2,7,0,70.9,1.2219,3.1,1.32,Good (65-79)
20,0.0,1.6,1.3,2.9,0,75.3,5.6,2,0,0,1,5,0,41.7,0.38,4.2,1.06,Low (<50)
21,0.0,2.6,0.5,1.6,0,77.0,7.5,1,2,0,2,6,1,76.1,1.2322,2.1,1.55,Good (65-79)
17,0.0,2.9,1.0,2.4,1,86.0,6.8,0,1,0,1,6,1,65.9,0.8504,3.4,1.38,Good (65-79)
20,1.0,3.0,2.6,1.3,0,61.9,6.5,2,5,1,2,9,1,64.4,0.7673,3.9,2.05,Average (50-64)
24,1.0,5.4,4.1,1.1,1,100.0,7.6,1,0,1,1,1,0,69.7,1.0365,5.2,0.86,Good (65-79)
19,0.0,4.3,2.9,1.9,0,89.4,7.1,2,2,1,1,8,0,74.9,0.894,4.8,1.71,Good (65-79)
